"Ключ формулы","Формула","Подгруппа материалов","Деловой партнер","""Действительно с"" - метка врем. объекта","Метка времени ""Действительно по""","Дата создания","Неактивна","Тип цены","ВалютаДокумента","Материал","client_id","client_name"
"Z900028841","( ( ( ( ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + ( H / Z ) ) - ( ( A + W ) * T * ( T + B ) + C + D + E + F + I ) * ( T + ( H / Z ) ) * ( K / Z ) ) / ( T + L ) - M - N - O - Q ) * CUR_$_₱_M ) * S ) + Y - G","","17679","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-05-14 00:00:00","","A1","RUB","1905529","CL-10214","Клиент 214"
"Z900028842","( DEG + H ) * USD * A","","148213","2025-01-01 00:00:00","2028-04-30 00:00:00","2026-05-14 00:00:00","","A1","RUB","991884","CL-10126","Клиент 126"
"Z900028844","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-14 00:00:00","","2","USD","226814","CL-10512","Клиент 512"
"Z900028846","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-14 00:00:00","","2","USD","226847","CL-10512","Клиент 512"
"Z900028847","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-14 00:00:00","","2","USD","226867","CL-10512","Клиент 512"
"Z900028848","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-14 00:00:00","","2","USD","265063","CL-10512","Клиент 512"
"Z900028849","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-14 00:00:00","","2","USD","226953","CL-10512","Клиент 512"
"Z900028850","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-14 00:00:00","","2","USD","226955","CL-10512","Клиент 512"
"Z900028852","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-14 00:00:00","","2","USD","1005969","CL-10512","Клиент 512"
"Z900028857","( ( NWE + D ) * EUR ) * 20","","15352","2019-10-31 00:00:00","2029-10-31 00:00:00","2026-05-14 00:00:00","","A1","RUB","977354","CL-10137","Клиент 137"
"Z900028862","IF ( ( K - L ) * D < SPOT , ( K - L ) * D , SPOT )","","15710","2026-03-01 00:00:00","2027-12-31 00:00:00","2026-05-15 00:00:00","","A1","RUB","1197228","CL-10148","Клиент 148"
"Z900028863","IF ( ( ( D * K ) - A ) < SPOT , ( ( D * K ) - A ) , SPOT )","","17142","2026-03-01 00:00:00","2027-12-31 00:00:00","2026-05-15 00:00:00","","A1","RUB","1182568","CL-10201","Клиент 201"
"Z900028883","X","","302480","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-05-18 00:00:00","","A1","RUB","1180328","CL-10395","Клиент 395"
"Z900028886","( CFR_CHINA_05 + C3 ) * ( I + P ) * ( I + P1 ) * K","","296051","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-05-18 00:00:00","","A1","RUB","1005972","CL-10354","Клиент 354"
"Z900028904","( ( ( CFR_CHINA_18 + M + C3 ) * P ) * P1 ) * K + X","","296051","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-05-22 00:00:00","","A1","RUB","1005972","CL-10354","Клиент 354"
"Z900028908","RND_X ( ( SPOT_FOB_CHINA_01 * D * AG + F ) * CD * CUR_$ + T + T1 , 2 ) * VAT","","150673","2018-01-09 00:00:00","2029-12-31 00:00:00","2026-05-22 00:00:00","","A1","RUB","721362","CL-10133","Клиент 133"
"Z900028914","( ( ( NWE * EUR + ASIA * USD + USA * USD ) / 3 * 83 + D ) * 20 ) + T","","17224","2024-01-01 00:00:00","2031-12-31 00:00:00","2026-05-22 00:00:00","","A1","RUB","843862","CL-10204","Клиент 204"
"Z900028915","( CFR_TUR_CURRENT + PREMIUM )","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-05-22 00:00:00","","2","USD","1005973","CL-10512","Клиент 512"
"Z900028917","MRC / N","","298409","2026-05-01 00:00:00","2027-04-30 00:00:00","2026-05-25 00:00:00","","2","RUB","1182568","CL-10385","Клиент 385"
"Z900028925","( STYRENE_CHINA * USD_RATE + K1 * USD_RATE ) * TAX","","231214","2026-05-05 00:00:00","2027-05-31 00:00:00","2026-05-26 00:00:00","","A1","RUB","210919","CL-10248","Клиент 248"
"Z900028927","( DEL_CHINA_E_04 / K1 + K2 ) * K$ * A","","148213","2025-06-01 00:00:00","2026-06-30 00:00:00","2026-05-26 00:00:00","","1","RUB","716979","CL-10126","Клиент 126"
"Z900028942","IF ( ( K + L ) * D < SPOT , ( K + L ) * D , SPOT )","","17142","2026-03-01 00:00:00","2027-12-31 00:00:00","2026-05-27 00:00:00","","A1","RUB","1182568","CL-10201","Клиент 201"
"Z900028945","( SPOT_CFR_CHINA_11 + L1 ) * ( A + L2 ) * K * NDS - D","","73084","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-05-28 00:00:00","","A1","RUB","1382293","CL-10580","Клиент 580"
"Z900028951","( ( DISCOUNT * CONTR_FD_NWE_16 + DISCOUNT1 * CONTR_FD_NWE_17 ) * CUR_€ * VAT + FREE * CUR_€ * VAT ) * K","","12063","2024-06-01 00:00:00","2026-12-31 00:00:00","2026-05-28 00:00:00","","1","RUB","411973","CL-10049","Клиент 049"
"Z900028952","( ( ( ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T ) * KC ) + T1 ) * NDS )","","316224","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-05-28 00:00:00","","A1","RUB","721362","CL-10424","Клиент 424"
"Z900028956","IF ( ( ( ( C + P + F ) * E - L ) * N + T ) < ( ( SPOT + SPOT * D ) + T ) , ( ( ( C + P + F ) * E - L ) * N + T ) , ( ( SPOT + SPOT * D ) + T ) )","","340951","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-05-28 00:00:00","","A1","RUB","1182568","CL-10482","Клиент 482"
"Z900028960","RND_X ( D + ( T1 ) , 2 ) * VAT + L","","286609","2021-06-21 00:00:00","2026-12-31 00:00:00","2026-05-28 00:00:00","","A1","RUB","1392438","CL-10336","Клиент 336"
"Z900028971","RND_X ( D + ( T1 + T2 + T3 + T4 + T5 + T6 + T7 ) , 2 ) * VAT","","19916","2021-01-01 00:00:00","2026-12-31 00:00:00","2026-05-28 00:00:00","","2","RUB","1382297","CL-10232","Клиент 232"
"Z900028973","( ( Z * ET + B * PROP + C * CFR_CHINA_01 + T ) * L ) * S * NDS","","18889","2026-03-23 00:00:00","2026-09-30 00:00:00","2026-05-28 00:00:00","","A1","RUB","1182486","CL-10227","Клиент 227"
"Z900028986","( SPOT - ( SPOT * ( D / P ) ) )","","276028","2024-01-18 00:00:00","2028-12-31 00:00:00","2026-05-29 00:00:00","","A1","RUB","1005966","CL-10316","Клиент 316"
"Z900028988","( ( ( ( ( ( ( ( E + F + G / T ) * ( I + H ) * CUR_$_₱_M * NDS * ( I + S / D * ( L + M ) ) ) * A ) / NDS ) - P - R ) / Y ) * NDS ) + MP ) * PK","","268959","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-05-29 00:00:00","","A1","RUB","1370836","CL-10295","Клиент 295"
"Z900028994","IF ( ( ( ( C + P + F ) * E - L ) * N + T ) < ( ( SPOT + SPOT * D ) + T ) , ( ( ( C + P + F ) * E - L ) * N + T ) , ( ( SPOT + SPOT * D ) + T ) )","","340951","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-05-29 00:00:00","","A1","RUB","1182568","CL-10482","Клиент 482"
"Z900028997","IF ( ( ( ( ( C + P + F ) * E - L ) * N ) + K + T ) < ( ( SPOT + SPOT * D ) + K + T ) , ( ( ( ( C + P + F ) * E - L ) * N ) + K + T ) , ( ( SPOT + SPOT * D ) + K + T ) )","","340951","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-05-29 00:00:00","","A1","RUB","1182577","CL-10482","Клиент 482"
"Z900029026","X * A","","71831","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-06-01 00:00:00","","A1","RUB","1182081","CL-10578","Клиент 578"
"Z900029033","( ( ( SPOTCFR_NEASIA_05 * D ) + ( CONTRDELIVERED_01 * D ) + ( CONTR_FD_NWE_14 * CUR_€_₱_M ) ) / O * T + P ) * NDS + W","","298893","2026-06-01 00:00:00","2026-12-31 00:00:00","2026-06-01 00:00:00","","2","RUB","1362152","CL-10387","Клиент 387"
"Z900029040","( ( ( SPOTCFR_NEASIA_05 * D ) + ( CONTRDELIVERED_01 * D ) + ( CONTR_FD_NWE_14 * CUR_€_₱_M ) ) / O * T + P ) * NDS","","298893","2026-06-01 00:00:00","2026-12-31 00:00:00","2026-06-02 00:00:00","","A1","RUB","1362152","CL-10387","Клиент 387"
"Z900029046","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-02 00:00:00","","2","USD","1883984","CL-10512","Клиент 512"
"Z900029055","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX )","","20526","2026-05-01 00:00:00","2026-12-31 00:00:00","2026-06-02 00:00:00","","A1","RUB","210919","CL-10233","Клиент 233"
"Z900029066","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-03 00:00:00","","2","USD","226962","CL-10512","Клиент 512"
"Z900029067","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-03 00:00:00","","2","USD","1705652","CL-10512","Клиент 512"
"Z900029071","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-03 00:00:00","","2","USD","1006025","CL-10512","Клиент 512"
"Z900029072","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-03 00:00:00","","2","USD","1005995","CL-10512","Клиент 512"
"Z900029073","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-03 00:00:00","","2","USD","1005972","CL-10512","Клиент 512"
"Z900029074","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-03 00:00:00","","2","USD","1382340","CL-10512","Клиент 512"
"Z900029076","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-03 00:00:00","","2","USD","1382297","CL-10512","Клиент 512"
"Z900029086","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","MT00000920","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-03 00:00:00","","2","USD","","CL-10512","Клиент 512"
"Z900029087","( ( ( ( ( ( EXW_CHINA_S_06 * K1 / CNY + K3 + A / CNY ) / NDS1 * K4 + L1 ) * P + L2 / USD ) * ( K2 / B ) * USD + R - L3 ) / M - R - Z ) / K1 ) * NDS","MT00000234","10443","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-06-03 00:00:00","","A1","RUB","","CL-10007","Клиент 007"
"Z900029088","IF ( ( ( CFR_TURKEYMEORIG01 + M - C1 + C2 ) * P * K * CUR_$_₱_M ) , ( ( CFR_CHINA_05 + M + C3 ) * P * K * CUR_$_₱_M ) ) > SPOT","","296051","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-06-03 00:00:00","","A1","RUB","1005972","CL-10354","Клиент 354"
"Z900029095","( TECNON + L ) * K * NDS","","81474","2026-06-01 00:00:00","2026-12-31 00:00:00","2026-06-04 00:00:00","","A1","RUB","1129532","CL-10593","Клиент 593"
"Z900029102","MIN ( ( ( CFR_TURKEYMEORIG01 + M - C1 + C2 ) * P * K * Q ) , ( ( CFR_CHINA_05 + M + C3 ) * P * K * Q ) )","","296051","2026-04-01 00:00:00","2026-12-31 00:00:00","2026-06-04 00:00:00","","A1","RUB","1005972","CL-10354","Клиент 354"
"Z900029127","IF ( ( ( K1 - C ) * D ) < SPOT , ( ( K1 - C ) * D ) , SPOT )","","226631","2026-03-01 00:00:00","2027-02-28 00:00:00","2026-06-05 00:00:00","","A1","RUB","1182577","CL-10240","Клиент 240"
"Z900029129","( ( ( ( ( ( EXW_CHINA_S_06 * K1 / CNY + K3 + A / CNY ) / NDS1 * K4 + L1 ) * P + L2 / USD ) * ( K2 / B ) * USD + R - L3 ) / M - R - Z ) / K1 ) * NDS","MT00000234","121059","2026-01-12 00:00:00","2026-12-31 00:00:00","2026-06-05 00:00:00","","A1","RUB","","CL-10050","Клиент 050"
"Z900029139","( ( ICIS + F ) * AG * CD * K + T - D * K + ( T1 + T2 + T3 + T4 + T5 + T6 + T7 ) ) * ( ( KC / 365 * B ) / 100 + 1 ) * VAT","","15674","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-06-05 00:00:00","","2","RUB","721362","CL-10146","Клиент 146"
"Z900029152","SPOT","","296220","2026-05-01 00:00:00","2027-04-30 00:00:00","2026-06-08 00:00:00","","A1","RUB","1905529","CL-10355","Клиент 355"
"Z900029154","( MEG + H ) * E * T - P","","9841","2025-09-03 00:00:00","2026-12-31 00:00:00","2026-06-08 00:00:00","","A1","RUB","991831","CL-10616","Клиент 616"
"Z900029156","( CONTR_FD_NWE_16 + FEE ) * N * CUR_€ * VAT","MT00000032","37524","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-06-08 00:00:00","","A1","RUB","","CL-10525","Клиент 525"
"Z900029161","( ( ( ( ( ( E + F + G / T ) * ( I + H ) * CUR_$_₱_M * NDS * ( I + S / D * ( L + M ) ) ) * A ) / NDS ) - P - R ) / Y ) * NDS","MT00000117","165833","2026-04-01 00:00:00","2027-12-31 00:00:00","2026-06-08 00:00:00","","A1","RUB","","CL-10182","Клиент 182"
"Z900029170","MIN ( ( ( K2 * D * D1 * D2 * D3 ) - A ) , ( SPOT * C ) )","","234216","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-06-09 00:00:00","","A1","RUB","1197228","CL-10251","Клиент 251"
"Z900029189","RND_X ( RND_X ( ( SPOT_FOB_CHINA_01 * AG * D + F ) * CD * CUR_$ + T , 2 ) * X + ( ( P / O + 40000 ) * Y * D2 ) + T1 , 2 ) * VAT","","8832","2026-05-21 00:00:00","2031-05-21 00:00:00","2026-06-11 00:00:00","","A1","RUB","1602311","CL-10603","Клиент 603"
"Z900029201","( ( C * SPOT_CFR_NEASIA_03 + PREM ) * K ) * A","","14386","2026-06-01 00:00:00","2026-12-31 00:00:00","2026-06-15 00:00:00","","A1","RUB","1182658","CL-10114","Клиент 114"
"Z900029203","( RND_X ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T , 2 ) + T1 ) * PK * VAT","","285736","2021-03-17 00:00:00","2026-12-31 00:00:00","2026-06-16 00:00:00","","A1","RUB","407335","CL-10333","Клиент 333"
"Z900029217","( SPOT * D )","MT00000088","167269","2023-09-04 00:00:00","2027-12-31 00:00:00","2026-06-17 00:00:00","","A1","RUB","","CL-10188","Клиент 188"
"Z900029220","CFR_TURKEYMEORIG09 * USD * NDS","MT00000234","10443","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-06-17 00:00:00","","A1","RUB","","CL-10007","Клиент 007"
"Z900029221","CFR_TURKEYMEORIG09 * USD * NDS","MT00000234","121059","2026-01-12 00:00:00","2026-12-31 00:00:00","2026-06-17 00:00:00","","A1","RUB","","CL-10050","Клиент 050"
"Z900029223","( CONTR_FD_NWE_16 + FEE ) * CUR_€ * VAT","","11006","2026-05-01 00:00:00","2026-12-31 00:00:00","2026-06-17 00:00:00","","A1","RUB","649911","CL-10012","Клиент 012"
"Z900029228","G / K * NDS","","167262","2026-04-01 00:00:00","2026-06-30 00:00:00","2026-06-18 00:00:00","","A1","RUB","1005980","CL-10187","Клиент 187"
"Z900029235","( CFR_TUR_CURRENT + PREMIUM ) * DISCOUNT","MT00000920","354065","2025-08-29 00:00:00","2026-12-20 00:00:00","2026-06-18 00:00:00","","2","USD","","CL-10512","Клиент 512"
"Z900029247","F + T + C","","12971","2026-03-01 00:00:00","2026-12-31 00:00:00","2026-06-19 00:00:00","","2","RUB","991831","CL-10078","Клиент 078"
"Z900029259","( ( ( ( ( ( EXW_CHINA_S_06 * K1 / CNY + K3 + A / CNY ) / NDS1 * K4 + L1 ) * P + L2 / USD ) * ( K2 / B ) * USD + R - L3 ) / M - R - Z ) / K1 ) * NDS + X","MT00000234","121059","2026-01-12 00:00:00","2026-12-31 00:00:00","2026-06-24 00:00:00","","A1","RUB","","CL-10050","Клиент 050"
"Z900029265","( ( NWE * EUR + ASIA * USD + USA * USD ) / 3 * 83 + D ) * 20","","17224","2024-01-01 00:00:00","2031-12-31 00:00:00","2026-06-25 00:00:00","","A1","RUB","843862","CL-10204","Клиент 204"
"Z900029268","( ( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) ) * NDS / NDS2","","66829","2026-01-15 00:00:00","2026-12-31 00:00:00","2026-06-25 00:00:00","","A1","RUB","226814","CL-10569","Клиент 569"
"Z900029270","( S * IB ) * K","","11190","2026-07-01 00:00:00","2026-12-31 00:00:00","2026-06-25 00:00:00","","A1","RUB","953780","CL-10019","Клиент 019"
"Z900029275","ENIP_RUS_DTL + A","","296874","2026-07-01 00:00:00","2026-09-30 00:00:00","2026-06-26 00:00:00","","1","RUB","1182308","CL-10372","Клиент 372"
"Z900029276","ENIP_RUS_DTL + A","","296874","2026-07-01 00:00:00","2026-09-30 00:00:00","2026-06-26 00:00:00","","1","RUB","1182308","CL-10372","Клиент 372"
"Z900029277","ENIP_RUS_DTL - A","","296874","2026-07-01 00:00:00","2026-09-30 00:00:00","2026-06-26 00:00:00","","1","RUB","1182308","CL-10372","Клиент 372"
"Z900029286","( P + T ) * N","","94650","2026-07-01 00:00:00","2026-09-30 00:00:00","2026-06-26 00:00:00","","A1","RUB","885093","CL-10613","Клиент 613"
"Z900029287","( MEG_CFR_CHINA + W ) * K * A","MT00000053","13316","2026-07-01 00:00:00","2028-06-30 00:00:00","2026-06-27 00:00:00","","A1","RUB","","CL-10083","Клиент 083"
"Z900029288","( MEG_CFR_CHINA + W ) * K * A - T","MT00000053","18179","2026-07-01 00:00:00","2028-06-30 00:00:00","2026-06-27 00:00:00","","A1","RUB","","CL-10224","Клиент 224"
"Z900029289","( MEG + H ) * E * T - P","","9841","2025-07-01 00:00:00","2027-06-30 00:00:00","2026-06-27 00:00:00","","A1","RUB","991831","CL-10616","Клиент 616"
"Z900029290","( MEG + H ) * E * T - P","","9841","2025-07-01 00:00:00","2026-06-30 00:00:00","2026-06-27 00:00:00","","A1","RUB","991831","CL-10616","Клиент 616"
"Z900029291","( MEG + H ) * K * A - T","MT00000053","9841","2025-07-01 00:00:00","2027-06-30 00:00:00","2026-06-27 00:00:00","","A1","RUB","","CL-10616","Клиент 616"
"Z900029292","( MEG + H ) * E * T - A","","9841","2025-07-01 00:00:00","2026-06-30 00:00:00","2026-06-27 00:00:00","","A1","RUB","991831","CL-10616","Клиент 616"
"Z900029293","( MEG + H ) * E * T - P","","9841","2025-09-03 00:00:00","2026-12-31 00:00:00","2026-06-27 00:00:00","","A1","RUB","991831","CL-10616","Клиент 616"
"Z900029294","( MEG + H ) * K * A - T","","13534","2026-04-15 00:00:00","2028-04-30 00:00:00","2026-06-27 00:00:00","","A1","RUB","991884","CL-10091","Клиент 091"
"Z900029295","( MEG + H ) * K * A - T","","13534","2026-04-15 00:00:00","2028-04-30 00:00:00","2026-06-27 00:00:00","","A1","RUB","991884","CL-10091","Клиент 091"
"Z900029300","( CFR_CHINA_06 + L1 ) * ( A + L2 ) * K * NDS","","73084","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-06-29 00:00:00","","A1","RUB","1005967","CL-10580","Клиент 580"
"Z900029303","ICIS * USD","","66829","2026-01-15 00:00:00","2026-12-31 00:00:00","2026-06-29 00:00:00","","A1","RUB","226814","CL-10569","Клиент 569"
"Z900029305","SPOT","","32619","2026-06-01 00:00:00","2027-05-30 00:00:00","2026-06-29 00:00:00","","A1","RUB","1905529","CL-10442","Клиент 442"
"Z900029306","C","","16858","2024-11-26 00:00:00","2027-12-31 00:00:00","2026-06-29 00:00:00","","2","RUB","885093","CL-10190","Клиент 190"
"Z900029308","F","","296716","2026-07-01 00:00:00","2026-09-30 00:00:00","2026-06-29 00:00:00","","A1","RUB","1449901","CL-10366","Клиент 366"
"Z900029309","( ICIS * USD ) + C","","66829","2026-01-15 00:00:00","2026-12-31 00:00:00","2026-06-29 00:00:00","","A1","RUB","226834","CL-10569","Клиент 569"
"Z900029324","( ( ( ( ( ( EXW_CHINA_S_06 * K1 / CNY + K3 + A / CNY ) / NDS1 * K4 + L1 ) * P + L2 / USD ) * ( K2 / B ) * USD + R - L3 ) / M - R - Z ) / K1 ) * NDS + X","MT00000234","121059","2026-01-12 00:00:00","2026-12-31 00:00:00","2026-06-30 00:00:00","","A1","RUB","","CL-10050","Клиент 050"
"Z900029327","( ( ( ( FD_EU_02 - L1 + L2 ) * CUR_€_₱_M + E ) * ( 1 + U ) + L3 ) * Y ) - D","","110026","2022-04-26 00:00:00","2026-08-31 00:00:00","2026-06-30 00:00:00","","A1","RUB","2056382","CL-10011","Клиент 011"
"Z900029336","( ( ( ( ( FD_EU_02 - L1 + L2 ) * CUR_€_₱_M + E ) * ( 1 + U ) + L3 ) * Y ) - D ) + ( M * K ) + A","","110026","2022-04-26 00:00:00","2026-08-31 00:00:00","2026-06-30 00:00:00","","A1","RUB","2053505","CL-10011","Клиент 011"
"Z900029340","( ( ( ( ( FD_EU_02 - L1 + L2 ) * CUR_€_₱_M + E ) * ( 1 + U ) + L3 ) * Y ) - D ) + ( M * K ) + A","MT00000091","110026","2022-04-26 00:00:00","2026-08-31 00:00:00","2026-07-01 00:00:00","","A1","RUB","","CL-10011","Клиент 011"
"Z900029341","A * ( ( B1 + B2 + B3 + B4 ) / C ) + X","MT00003294","110026","2022-04-26 00:00:00","2026-08-31 00:00:00","2026-07-01 00:00:00","","A1","RUB","","CL-10011","Клиент 011"
"Z900029388","SPOT * C","","148323","2026-07-01 00:00:00","2026-12-31 00:00:00","2026-07-02 00:00:00","","A1","RUB","1182491","CL-10127","Клиент 127"
"Z900029389","SPOT * C","","148323","2026-07-01 00:00:00","2026-12-31 00:00:00","2026-07-02 00:00:00","","A1","RUB","1182486","CL-10127","Клиент 127"
"Z900029398","IF ( ( ( DEG + H ) * USD * A ) < SPOT , ( ( DEG + H ) * USD * A ) , SPOT ) + L","","157232","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-07-02 00:00:00","","A1","RUB","991884","CL-10149","Клиент 149"
"Z900029402","SPOT * C","","148323","2026-07-01 00:00:00","2026-12-31 00:00:00","2026-07-02 00:00:00","","A1","RUB","1182490","CL-10127","Клиент 127"
"Z900029409","H","","99591","2026-07-01 00:00:00","2026-09-30 00:00:00","2026-07-02 00:00:00","","A1","RUB","885093","CL-10620","Клиент 620"
"Z900029412","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","MT00000108","115058","2026-01-20 00:00:00","2027-01-31 00:00:00","2026-07-02 00:00:00","","A1","RUB","","CL-10026","Клиент 026"
"Z900029413","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","","115058","2026-01-20 00:00:00","2027-01-31 00:00:00","2026-07-02 00:00:00","","A1","RUB","226865","CL-10026","Клиент 026"
"Z900029417","( DISCOUNT * CONTR_FD_NWE_16 + DISCOUNT1 * CONTR_FD_NWE_17 + DISCOUNT2 * ( BRG_FOB_RDAM_07 + DISCOUNT3 ) / CUR_€_$_ECB + FREE ) * CUR_€ * VAT","MT00000450","11006","2026-05-01 00:00:00","2026-12-31 00:00:00","2026-07-03 00:00:00","","A1","RUB","","CL-10012","Клиент 012"
"Z900029421","( MAN + L ) * K","","11190","2026-04-01 00:00:00","2026-07-31 00:00:00","2026-07-03 00:00:00","","A1","RUB","1129532","CL-10019","Клиент 019"
"Z900029422","( TEH * C * S ) * K + A","","11190","2026-07-01 00:00:00","2026-09-30 00:00:00","2026-07-03 00:00:00","","A1","RUB","1182660","CL-10019","Клиент 019"
"Z900029423","S1 * D","MT0002006","160292","2026-07-01 00:00:00","2027-06-30 00:00:00","2026-07-03 00:00:00","","A1","RUB","","CL-10162","Клиент 162"
"Z900029428","( ( CPT_MOSCOW_126 * 1_065 * CUR_$_₱_M ) + 18500 ) * NDS","","328012","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-07-03 00:00:00","","A1","RUB","1409817","CL-10448","Клиент 448"
"Z900029444","REG92 * K1","","56929","2025-10-01 00:00:00","2028-01-31 00:00:00","2026-07-04 00:00:00","","A1","RUB","680042","CL-10552","Клиент 552"
"Z900029451","( CFR_CHINA_06 + L1 ) * ( A + L2 ) * K * NDS","","73084","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-07-04 00:00:00","","A1","RUB","1005973","CL-10580","Клиент 580"
"Z900029452","SPOT / C * NDS","","3493","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-07-04 00:00:00","","A1","RUB","1382293","CL-10499","Клиент 499"
"Z900029456","( ( ( ( ( ( ( EXW_CHINA_S_06 / CNY * S + T + C * ( I - S ) + ( K / CNY ) ) / NDS1 * ( I + Y ) + T1 ) * P + ( T2 / USD ) ) * ( I + U + A ) + R / USD ) - ( T3 / USD ) ) / ( I + N ) - ( ( Z + R ) / USD ) ) / S * USD ) * NDS","MT00000108","235668","2026-01-16 00:00:00","2026-12-30 00:00:00","2026-07-06 00:00:00","","A1","RUB","","CL-10255","Клиент 255"
"Z900029461","( ASIA * USD * 83 + D * I ) * 20 + L","","122796","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-07-06 00:00:00","","1","RUB","843862","CL-10055","Клиент 055"
"Z900029462","( CFR_CHINA_03 + L1 ) * ( A + L2 ) * K * NDS","","17706","2025-09-01 00:00:00","2027-12-31 00:00:00","2026-07-06 00:00:00","","A1","RUB","1353711","CL-10216","Клиент 216"
"Z900029463","( CFR_CHINA_03 + L1 ) * ( A + L2 ) * K * NDS","","17706","2025-09-01 00:00:00","2027-12-31 00:00:00","2026-07-06 00:00:00","","A1","RUB","1005967","CL-10216","Клиент 216"
"Z900029465","( MEG + H ) * E * T - P","","9841","2025-07-01 00:00:00","2027-06-30 00:00:00","2026-07-06 00:00:00","","A1","RUB","991831","CL-10616","Клиент 616"
